DateTime,Market1: Close,Market1: High,Market1: Low,Market1: Open,Market2: Close,Market2: High,Market2: Low,Market2: Open,Market2: Open_Interest,Market2: Volume,Market3: Close,Market3: High,Market3: Low,Market3: Open,Market3: Open_Interest,Market3: Volume
2019-11-21 0:00:00,225.6,226.6,224.85,224.85,4976,5000,4946,4951.5,343442,47409,38470,38730,37930,38130,631372,142002
2019-11-22 0:00:00,223.4,226.2,222.55,226.15,4920,4997,4906,4955.5,343312,44341,38500,38900,38220,38600,615460,139052
2019-11-23 0:00:00,221.6,224.05,220.95,224,4899,4949.5,4875,4930,344007,46067,38210,38690,37860,38400,605460,173264
2019-11-24 0:00:00,222.5,222.95,221.2,221.2,4930,4930.15,4859,4908,346432,41995,37850,38280,37650,38220,592236,130380
2019-11-25 0:00:00,218.5,221.45,218.85,221.1,4850,4935,4830,4922,346411,42533,37930,38130,37680,37810,588728,142368
2019-11-26 0:00:00,220.9,222.5,218.7,218.8,4896.5,4916,4849.5,4850,349825,33050,37770,37950,37510,37750,576748,151922
2019-11-27 0:00:00,222.15,223.95,218.95,221.3,4925,4945,4848,4898.5,344954,41756,37870,38150,37490,37960,567430,192998
2019-11-28 0:00:00,219.95,224.75,218.65,223.1,4882,4965,4865.5,4911,351180,40377,37980,38330,37500,37690,576834,265488
2019-11-29 0:00:00,220.9,224.55,219.2,219.25,4892,4959,4855,4865,352804,49415,37940,38160,37680,38140,570826,245842
2019-11-30 0:00:00,219.85,221.45,217.2,220.85,4875,4902.5,4820,4884.5,348481,53429,38050,38450,37680,38120,574808,341054
2019-12-01 0:00:00,217.4,220.4,215.55,220,4831,4886,4786,4884.5,349247,50435,37650,37910,37430,37710,563804,350780
2019-12-02 0:00:00,215.4,218.15,215.05,217.4,4789,4849,4783,4832.5,347788,36346,37540,37770,37280,37300,542568,307212
2019-12-03 0:00:00,216.5,218.1,215.35,215.6,4810,4842,4789,4789,349366,32688,37510,37680,37370,37510,540380,257108
2019-12-04 0:00:00,215,216.5,214,216.25,4779,4810,4761,4799,348976,36812,37470,37760,37180,37560,558306,290706
2019-12-05 0:00:00,217.1,220.5,214.5,215,4821,4888.5,4779,4780,344038,59390,37350,37530,37100,37160,551562,236298
2019-12-06 0:00:00,219.1,219.3,216.9,217.35,4848,4855,4809.5,4815.5,341591,24231,37600,37800,37450,37790,538080,248324
2019-12-07 0:00:00,214,219.45,213.55,218.5,4761,4864,4750.5,4850.5,341018,50154,37570,37690,37450,37550,532278,175934
2019-12-08 0:00:00,215.15,215.6,213.3,214,4767,4782,4752,4752,334272,32282,37210,37350,37000,37230,538510,244612
2019-12-09 0:00:00,217.2,217.85,214.35,214.9,4811,4828,4762,4770,327474,40088,37230,37350,37090,37120,515738,41810
2019-12-10 0:00:00,215.2,217.5,214.65,217.2,4774,4819,4763.5,4806,326416,25486,37350,37450,37250,37400,504588,35970
2019-12-11 0:00:00,216.75,218.9,215.55,215.55,4809,4844.5,4780.5,4784.5,327254,43233,37300,37450,37180,37260,512992,41062
2019-12-12 0:00:00,216.7,217.45,215.8,216.5,4798,4818.5,4782,4806,325898,33172,37380,37540,37290,37540,508572,35606
2019-12-13 0:00:00,214,217.45,212.7,217.2,4748.5,4809.5,4735,4809.5,325738,54363,37300,37460,37150,37370,514360,44634
2019-12-14 0:00:00,211.5,214.85,211.05,214.3,4710,4770,4694,4759,327698,52480,37150,37240,36980,37040,511844,43768
2019-12-15 0:00:00,207.65,212.1,207.55,211.55,4632,4717.5,4622.5,4703.5,329939,58502,36880,37090,36690,37020,539910,82120
2019-12-16 0:00:00,207.65,209.1,207.45,208,4626,4655.5,4620,4631.5,329233,43927,36380,36680,36120,36610,526572,104042
2019-12-17 0:00:00,207.85,209.95,207.05,207.7,4615,4665.5,4615,4625,330653,46489,36380,36560,36210,36310,531076,66086
2019-12-18 0:00:00,207.45,208.6,207.2,207.85,,,,,,,36400,36650,36230,36380,520848,73208
2019-12-19 0:00:00,206.9,208.9,206.3,208.05,4607,4646.5,4600,4625.5,332636,48357,36390,36530,36250,36350,523302,62880
2019-12-20 0:00:00,206.95,208.25,206.75,206.95,4617,4641,4610,4620,322559,43246,36310,36410,36160,36230,515630,79946
2019-12-21 0:00:00,206.85,209,206.75,207.2,4630,4657,4612,4619.5,324515,41548,36480,36670,36260,36300,513422,112462
2019-12-22 0:00:00,207.15,208.55,206.85,207.65,4627,4650,4615,4627,327804,40359,36530,36690,36400,36490,513988,139928
2019-12-23 0:00:00,,,,,4626,4642,4610,4618.5,324428,25528,36550,36660,36440,36640,517694,147262
2019-12-24 0:00:00,208.4,209.2,206.95,207.4,4620,4656,4619.5,4627,323455,35561,36520,36620,36390,36460,516114,136530
2019-12-25 0:00:00,209.3,210.6,208.7,208.7,4650,4688.5,4633,4640.5,323261,42654,36660,36870,36460,36600,510102,205396
2019-12-26 0:00:00,209.6,210.1,208,210.1,4664,4670,4630,4648.5,324192,29758,36660,36850,36530,36750,505006,176616
2019-12-27 0:00:00,208.85,209.75,208.2,209.7,4633,4671.5,4625,4665,322544,40255,36620,36730,36460,36560,495782,149500
2019-12-28 0:00:00,209.6,210.3,206.1,208,4648,4660,4582,4630,322469,67045,36360,36630,36130,36560,523876,256900
2019-12-29 0:00:00,209.55,211.1,208.85,209.8,4650,4692,4635,4662,321680,42828,36480,36620,36250,36250,486196,192602
2019-12-30 0:00:00,214.8,215,210.2,210.5,4771.5,4781.5,4653,4653,322934,58264,36640,36800,36470,36630,466872,188272
2019-12-31 0:00:00,215.2,215.6,214.15,214.65,4781,4787.5,4743.35,4765,327492,37353,,,,,,
2020-01-01 0:00:00,215.15,215.5,214.35,215.45,4788,4794.5,4747.5,4782.5,328340,35009,,,,,,
2020-01-02 0:00:00,214.9,214.85,213.7,213.7,4776,4777,4732.5,4769.5,322835,38601,37110,37240,36930,37100,450134,158336
2020-01-03 0:00:00,215.55,216.05,214.4,214.8,4793,4800,4746,4761,318918,36799,37250,37350,37190,37260,439338,40914
2020-01-04 0:00:00,214.5,215.65,214.5,214.8,4763,4789,4754,4789,316349,36328,37330,37500,37200,37350,440268,60794
2020-01-05 0:00:00,218.75,219,216.7,216.7,4853,4858.5,4779,4779,319795,70852,37520,37700,37250,37300,458610,90642
2020-01-06 0:00:00,219.25,219.6,218.85,218.85,4855,4869,4826.5,4845,319768,44366,37790,37930,37680,37790,461368,81960
2020-01-07 0:00:00,219,218.85,217.85,218,4841,4865,4813.5,4863.5,321819,36615,37810,37930,37720,37840,456438,63180
2020-01-08 0:00:00,216.15,218.5,216.05,217.4,4787,4845,4770.5,4838,321667,42924,37660,37860,37500,37780,462712,92460
2020-01-09 0:00:00,217.95,217.8,217.8,217.8,4818,4832,4790.5,4796.5,319307,30404,37450,37610,37270,37550,449096,80366
2020-01-10 0:00:00,219,220.55,218.15,220.4,4841,4860,4812,4844,321517,43827,37780,37960,37530,37600,444148,106982
2020-01-11 0:00:00,221.05,221.9,218.05,219.1,4865,4889,4815,4831,321700,45388,37690,37880,37560,37680,439784,82256
2020-01-12 0:00:00,219.2,221.6,216.7,221.45,4819,4887,4783.5,4865,320786,37995,,,,,,
2020-01-13 0:00:00,216.7,219.6,216.3,219.2,4805,4839.5,4780,4838,317425,33641,,,,,,
2020-01-14 0:00:00,216.45,218.15,215.85,217.2,4799.5,4814,4773,4790.5,314196,22303,,,,,,
2020-01-15 0:00:00,215.55,217.15,214.55,216.85,4756,4798,4750,4789,314221,27201,,,,,,
2020-01-16 0:00:00,216.35,218.3,214.75,215.45,4778,4816,4750,4757.5,316630,34513,,,,,,
2020-01-17 0:00:00,219.75,220.25,216.45,216.95,4848.5,4860,4784,4794,315142,34406,37550,37670,37430,37660,433864,69828
2020-01-18 0:00:00,218.55,219.95,217,219.45,4812,4856,4797,4851,315381,41177,38000,38180,37660,37670,468044,197110
2020-01-19 0:00:00,217.65,219.4,217.5,218.8,4814,4842,4806,4829.5,314865,23735,37920,38080,37760,38060,464966,160384
2020-01-20 0:00:00,212.2,218,211.65,217.6,4712,4818,4687.5,4810,320288,75308,37860,38150,37580,37990,466170,197824
2020-01-21 0:00:00,211.05,213.2,210.45,212.6,4675.5,4730,4674.5,4710,319536,17030,37300,37460,37110,37210,449142,226982
2020-01-22 0:00:00,210.7,212,210,210.9,4675,4704.5,4673,4676,314753,34414,37260,37400,37160,37210,455972,183592
2020-01-23 0:00:00,210.55,212.3,209.15,210.35,4681,4714,4672.5,4681,305391,48646,37310,37440,37200,37290,442702,42460
2020-01-24 0:00:00,210.35,211.1,208.75,210,4671,4685.5,4640,4674,307669,57729,37300,37440,37170,37320,442046,65330
2020-01-25 0:00:00,209.6,211.15,208.45,210.15,4652,4691.5,4633,4671,306607,42601,37270,37470,37000,37190,442270,74142
2020-01-26 0:00:00,208.85,210.1,208.6,209.6,4635,4664.5,4633.5,4653,306845,36029,37150,37290,37030,37230,443978,59228
2020-01-27 0:00:00,209.3,210.35,208.55,208.9,4638,4670,4634,4640,307645,37852,37300,37440,37120,37150,451524,67962
2020-01-28 0:00:00,213.85,214.65,209.35,209.65,4735,4754.5,4646.5,4649,309477,88898,37800,38150,37270,37350,475622,190842
2020-01-29 0:00:00,214.55,214.9,212.65,213.9,4740,4759,4713.5,4735.5,306440,36716,37880,38200,37670,38070,455338,151732
2020-01-30 0:00:00,216.35,216.7,213.05,214.25,4790,4797,4721,4747.5,309726,45483,37810,37940,37720,37830,452920,85460
2020-01-31 0:00:00,219.35,219.9,215.8,216.55,4843,4850,4775,4785.5,313844,71555,38140,38350,37940,38010,460326,137900
2020-02-01 0:00:00,220.5,221.1,218.15,220,4853,4878,4820,4852,313442,54848,38430,38640,38270,38430,461182,144230
2020-02-02 0:00:00,222.9,223.3,219.85,220.55,4920,4922,4850,4865.5,318912,67828,38660,38890,38390,38500,482346,149396
2020-02-03 0:00:00,223.05,223.65,220.65,223.4,4920,4923.5,4866,4915,322314,59619,38820,39180,38540,38780,478118,281808
2020-02-04 0:00:00,224.9,225.35,221.8,222.05,4960,4965.5,4894.5,4905,328160,64176,38800,39020,38620,38730,496132,153686
2020-02-05 0:00:00,226.5,226.95,223.55,224.35,4991,5003,4928,4954,331091,55897,39190,39390,39000,39100,504194,268470
2020-02-06 0:00:00,230.95,231.7,225.55,226.15,5098,5100.5,4973,4980,335512,86951,39880,40770,39150,39230,548218,505096
2020-02-07 0:00:00,238,238.25,229,231.25,5235.5,5250.5,5051,5090,342234,104316,40370,40730,40070,40180,556482,422864
2020-02-08 0:00:00,245.95,246.55,231.65,237.9,5413,5443,5115,5230,353361,151046,41430,42030,40340,40400,560162,825362
2020-02-09 0:00:00,255.1,259.1,245.3,246.35,5601,5714,5410,5417,364452,119986,42970,43910,42230,42320,552708,515896
2020-02-10 0:00:00,250.9,273.45,249.6,253.4,5549,6025.5,5506,5615.5,366968,192388,45330,46830,44430,45000,552572,988810
2020-02-11 0:00:00,252.1,259.9,247.1,252.85,5559,5736.5,5528.5,5557,366843,71296,45630,48040,43700,47200,537450,1319384
2020-02-12 0:00:00,250.5,257,242.6,252.05,5525,5674,5360,5563.5,354390,92280,44940,46160,43060,45500,530572,827514
2020-02-13 0:00:00,246.75,251.2,244.45,250.8,5433,5543,5400.5,5521,354840,51986,44130,44610,43510,43670,531838,110154
2020-02-14 0:00:00,249.1,250.6,243.8,246.95,5495.5,5529.5,5381.5,5433,357495,48307,43870,44390,43430,44310,513626,78748
2020-02-15 0:00:00,246.75,249.85,244.85,248.85,5423,5513,5401.5,5465,358139,47132,44130,44560,43750,43870,517266,92606
2020-02-16 0:00:00,251.5,253.5,246.45,247.25,5559,5594,5438,5446.5,358369,40304,44590,45430,43650,44440,544634,127490
2020-02-17 0:00:00,254.45,257.55,251.65,251.85,5613,5687,5566,5566,356600,51023,45770,46400,44810,45310,555764,135392
2020-02-18 0:00:00,260.75,262.5,252,254.45,5740,5786,5562,5609,355988,57156,45850,46190,45500,46000,555178,107592
2020-02-19 0:00:00,,,,,5868,5957.5,5770,5798,366041,76102,47480,48600,45540,45670,555764,263216
2020-02-20 0:00:00,266.8,269.9,261.25,261.55,5879,5919,5804,5893.5,365554,42825,48340,48990,47580,48050,550096,195684
2020-02-21 0:00:00,265.65,274,263.2,267.1,5881,6045.5,5820.5,5881,361544,73811,48820,49840,47850,48120,596476,271522
2020-02-22 0:00:00,259.5,266.2,257.35,265.15,5705,5885,5697,5859,361192,77088,47950,49400,46590,49300,547904,4
2020-02-23 0:00:00,262.15,264.3,254,258.85,5825,5845,5612.5,5730,366150,75124,46220,47240,45110,47030,536542,505638
2020-02-24 0:00:00,263.15,265.6,260.35,262.55,5791,5870,5626.75,5800,365735,42570,46990,47570,46140,46390,537352,464488
2020-02-25 0:00:00,261.5,262.45,258.7,261.75,5760,5805,5713,5790,366272,34316,46650,47180,46150,46930,524434,330356
2020-02-26 0:00:00,268.9,270.1,261,261,5950,5969,5726,5766.5,364966,40059,46910,47630,46200,46420,547682,364274
2020-02-27 0:00:00,267.2,268.75,264.35,267.55,5884,5951.5,5831,5923.5,366862,38878,47950,48480,47400,47420,550710,365538
2020-02-28 0:00:00,263.7,269.3,262.15,266,5785,5950,5780,5886,368693,46715,47930,48500,47330,47460,582720,358714
2020-02-29 0:00:00,262,266.1,261,263,5782,5875,5745.5,5818,369427,44461,47530,48470,46910,48260,555444,385546
2020-03-01 0:00:00,264.2,265.45,262.65,264.05,5826,5866.5,5764.5,5772,373225,31153,47100,47770,46480,47360,544174,373262
2020-03-02 0:00:00,261.3,267.35,259.95,267.35,5768,5910,5755.5,5882,374344,37385,47700,48270,47150,47530,540390,332482
2020-03-03 0:00:00,259.3,262.25,256.1,259.2,5690,5790,5655.5,5732.5,378509,46939,46930,47300,46620,47060,526256,292322
2020-03-04 0:00:00,260,263.55,256.65,258.65,5722,5765,5665.5,5689.5,376377,28052,46540,47300,46000,47270,518134,288536
2020-03-05 0:00:00,259.6,260.2,257.5,259.5,5732,5776.5,5673,5718,373828,46874,46680,47130,46140,46780,511470,269802
2020-03-06 0:00:00,256.1,258.25,253.9,258,5635.5,5751,5624,5733.5,372217,27677,46770,47300,46350,46480,494546,92482
2020-03-07 0:00:00,249.65,255.25,247.5,254.6,5496,5640,5459,5620,367005,51681,46200,46700,45700,46280,493534,88668
2020-03-08 0:00:00,249.95,249.85,248.1,249.4,5502,5534,5475,5497.5,357480,30338,45070,45680,44560,45650,490316,120832
2020-03-09 0:00:00,249.15,250.95,249,250.95,5515,5559.5,5498,5520,352153,22772,45270,45560,44920,45110,494108,84196
2020-03-10 0:00:00,249.45,250.3,245.5,249.05,5518,5532,5419.5,5507,352829,40970,44900,45440,44480,45290,508592,92470
2020-03-11 0:00:00,247.25,250.1,247.2,249.6,5469,5571,5464,5539,350471,20272,44910,45300,44230,44520,508656,117286
2020-03-12 0:00:00,,,,,,,,,,,44280,45210,43490,45000,512600,170606
2020-03-13 0:00:00,250.8,251.3,245,245,,,,,,,44440,44850,43960,44120,503292,131318
2020-03-14 0:00:00,249.5,252.25,249.4,252.25,5545,5596,5480,5560.5,346425,32805,45530,46020,44640,44640,498512,208248
2020-03-15 0:00:00,248.8,252.6,248.4,250.6,5487,5568,5477,5520,345141,21536,45570,45970,45160,45450,497916,213126
2020-03-16 0:00:00,250.55,251.9,248.75,248.8,5535.5,5550,5493,5495.5,342526,19619,45430,45760,45070,45650,480826,199464
2020-03-17 0:00:00,248.9,254.85,248.6,250.7,5500,5616,5480.5,5542.5,347443,39107,46040,46290,45630,45630,482612,183888
2020-03-18 0:00:00,255.65,256.3,247.25,248.8,5644,5645,5450.5,5492,,46415,45360,45980,44810,45910,484042,290606
2020-03-19 0:00:00,253.75,258.85,253.05,255.7,5580,5698,5576.5,5640,345913,34079,45850,46170,45360,45400,492824,318430
2020-03-20 0:00:00,254.6,254.8,251.25,253.5,5590,5614,5536.5,5584.5,347430,27287,45430,45770,45090,45720,482652,252160
2020-03-21 0:00:00,253.85,255.05,251.95,254.4,5591,5618.5,5551,5604,345793,31370,45470,45770,45090,45260,482970,201880
2020-03-22 0:00:00,261.25,263,253,253.2,5758,5779,5573.5,5590,347655,67904,45780,46270,45350,45530,493666,310498
2020-03-23 0:00:00,261.05,263.1,259.7,260.95,5714,5788.5,5711.5,5756,347022,36022,46950,47260,46340,46340,504168,371356
2020-03-24 0:00:00,267.15,267.55,260,260.2,5842,5884,5725,5726,345188,51073,46990,47200,46750,46950,493754,289596
2020-03-25 0:00:00,269,271.6,264.2,266.7,5909,5917,5808.5,5860,350739,43116,47500,47810,47110,47110,489208,362068
2020-03-26 0:00:00,,,,,5865,5930,5832,5929,349291,27386,47900,48390,47230,47420,500390,355334
2020-03-27 0:00:00,262.5,271.25,260.45,270.1,5754,5855,5727.5,5850,338718,45473,47300,48150,46650,48010,470464,53446
2020-03-28 0:00:00,261.65,263.05,260.7,261.8,5769,5788,5735,5766.5,333619,28934,46620,47150,46060,46940,455398,60138
2020-03-29 0:00:00,261.05,263.4,258.15,261.45,5739.5,5793.5,5668,5760,331812,38286,46730,46980,46410,46630,454514,41008
2020-03-30 0:00:00,262.5,264.5,258.75,261.2,5748,5813.5,5693,5746,330682,33636,46490,46820,46100,46710,434922,48660
2020-03-31 0:00:00,264.75,266.8,261.3,262.1,5795,5860,5759,5760,330513,27159,46890,47370,46250,46380,438680,52484
2020-04-01 0:00:00,270.85,271.55,263.95,264.7,5943,5956.5,5803,5807.5,329173,50670,47030,47320,46610,46890,439608,44760
2020-04-02 0:00:00,271,273.2,268.5,270.8,5942,5973,5886.5,5951,329119,46898,47750,47980,47500,47570,447972,52854
2020-04-03 0:00:00,267.3,273,265.05,271.45,5857,5981.5,5819,5953,328493,35163,47930,48280,47550,47600,444618,61178
2020-04-04 0:00:00,268.95,269.65,265.45,266.1,5899,5903,5825,5831,327410,22294,,,,,,
2020-04-05 0:00:00,265.5,270.45,263.4,269.45,5820,5912,5785,5901.5,326519,24130,,,,,,
2020-04-06 0:00:00,272.75,273.75,265.95,267,5991,5998.5,5837.5,5854,325303,41876,,,,,,
2020-04-07 0:00:00,271.15,273.8,270.4,272.9,5945,6007,5931,5976,322435,32600,,,,,,
2020-04-08 0:00:00,268.55,272.4,266.4,271.35,5886,5976,5853,5963,323149,37079,,,,,,
2020-04-09 0:00:00,261.6,269.4,261.2,268.25,5772,5912.5,5755,5910,324449,57123,47060,47800,46650,47790,445440,64984
2020-04-10 0:00:00,265.15,265.7,261.5,261.95,5846,5855,5765,5765,324214,35021,46740,47090,46420,46940,454924,79886
2020-04-11 0:00:00,263.2,265.65,262.35,264.9,5795,5854,5782.5,5843,321913,29963,46950,47190,46700,46790,458328,66358
2020-04-12 0:00:00,266.65,269.1,263.2,263.85,5895,5925,5802,5805.5,313607,43848,47360,47840,46700,46910,477636,117574
2020-04-13 0:00:00,265.35,267.65,264.1,266.6,5822,5894,5814.5,5876,313142,39121,47680,47950,47370,47710,483040,108768
2020-04-14 0:00:00,276.8,279.1,263.65,265.65,6090,6095,5810,5837.5,316306,92223,47570,48050,47120,47620,511222,213852
2020-04-15 0:00:00,278.3,282.3,276.95,277.65,6106,6204,6086.5,6090,319268,73057,49550,50620,47780,47800,597682,616476
2020-04-16 0:00:00,273.7,281.45,271.35,278.55,6021,6190,5981.5,6120,316122,69296,49940,50250,49660,49820,613308,347374
2020-04-17 0:00:00,274.05,275.65,271.95,274.3,6067,6074.5,5992,6026.5,315722,52187,49120,50290,48290,50090,564448,512812
2020-04-18 0:00:00,271.85,276.3,269.35,274.1,6000,6098,5957,6051.5,318338,61391,49140,49550,48690,48910,546370,89842
2020-04-19 0:00:00,270.7,273.5,267.8,271.05,5960,6038,5920,5984,316500,46335,48780,49120,48360,48890,542464,82658
2020-04-20 0:00:00,,,,,6070,6105,5958,5977.5,315194,31695,48600,49010,48130,48490,546626,73576
2020-04-21 0:00:00,274.55,275.85,270,270.7,6060,6093,6031,6070.5,314244,36052,49200,49520,48920,49070,544616,92118
2020-04-22 0:00:00,273.3,274.95,271,274.2,6040,6066.5,5986,6053,312280,36712,49070,49380,48700,49170,543932,71136
2020-04-23 0:00:00,264.35,273.85,263.7,273.65,5859,6042,5838.5,6042,315658,57655,48750,49150,48360,48740,540832,71966
2020-04-24 0:00:00,268,269.1,263.75,263.75,5928,5956,5845,5854,314657,47816,47950,48880,47310,48850,527974,129564
2020-04-25 0:00:00,268.75,269.1,265.2,267.3,5934,5954.5,5877,5934.5,311414,34430,48080,48470,47600,47900,518148,107564
2020-04-26 0:00:00,270.4,271.05,266.9,268.3,5973,5994.5,5898.5,5932,311570,39188,48020,48290,47650,48120,520720,100866
2020-04-27 0:00:00,272.65,275.5,270.3,270.5,6016,6090,5955,5982,316918,55379,48510,48970,47870,48030,527792,148992
2020-04-28 0:00:00,267.95,272.9,267.3,272.4,5930,6035.5,5908.5,6020,318444,39997,48910,49280,48520,48940,535318,108902
2020-04-29 0:00:00,268.7,269.8,267,267.8,5917,5958.5,5901,5918,318405,29953,48370,48690,48080,48650,534614,131508
2020-04-30 0:00:00,264.3,268.9,263.9,268.9,5858,5950,5835,5934.5,319900,38867,48360,48660,47930,48350,546892,138358
2020-05-01 0:00:00,260.95,265.45,259.65,265.45,5773,5876,5759,5855.5,320666,47829,47850,48000,47610,47960,547820,107360
2020-05-02 0:00:00,259.2,262.35,258.3,260.6,5765.5,5816.5,5731,5773.5,321865,39259,47410,47840,47100,47610,542600,196618
2020-05-03 0:00:00,257,258.35,255,257.6,5690,5743.5,5652,5741.5,324527,55305,46970,47590,46480,47400,545756,231422
2020-05-04 0:00:00,258.65,259.85,256.65,256.65,5732,5778,5687.5,5692.5,325060,45523,46560,46830,46140,46300,545504,207214
2020-05-05 0:00:00,261.65,262.75,258.85,259,5796,5824,5743,5749,323319,33148,47020,47560,46530,46800,543342,328654
2020-05-06 0:00:00,262.4,263.5,260,261.15,5820,5843,5735,5795.5,321139,36187,47360,47580,47190,47500,541456,211346
2020-05-07 0:00:00,264.55,266.6,264.1,265.2,5864,5901,5814.5,5835.5,321436,30498,47440,47800,46820,47150,545990,307966
2020-05-08 0:00:00,266.55,268.3,266.2,267.55,5909,5948.5,5889,5895,321028,36043,48160,48400,47890,47930,519770,46252
2020-05-09 0:00:00,267.95,268.3,264.8,266,5935,5945,5863,5899.5,320424,27450,48090,48460,47820,48360,517094,32602
2020-05-10 0:00:00,265.55,267.9,264.5,267.9,5880,5950,5850,5918.5,321151,30283,48220,48430,48020,48060,518982,38266
2020-05-11 0:00:00,261,264.2,259.75,264.2,5776,5870,5761,5866,318053,59282,47760,48550,47200,48130,515298,60682
2020-05-12 0:00:00,262.2,262.7,258.2,260,5808,5838,5715,5768.5,318338,42516,46990,47650,46560,47280,529182,73688
2020-05-13 0:00:00,263.65,264.3,260.95,262.2,5825,5855,5768,5834,321815,39418,47110,47480,46630,46870,528820,62394
2020-05-14 0:00:00,262.35,263.35,261.35,263,5804,5840,5776.5,5839.5,321254,24966,47170,47470,46870,47270,529468,64620
2020-05-15 0:00:00,262.5,262.6,256.2,259.6,5760,5810,5671,5800,321644,55633,46620,47380,46250,47170,546726,96718
2020-05-16 0:00:00,266.9,266.2,262.15,262.25,5873,5903,5769,5799,322488,44450,46520,47170,45770,46300,534180,131278
2020-05-17 0:00:00,267,267.35,265.45,266.75,5907,5927.5,5865,5891,326165,44808,47440,47820,46840,46980,533480,114098
2020-05-18 0:00:00,267.15,271.7,265.35,267.3,5956,5985,5851,5899.5,329230,47860,47610,47970,47370,47640,527366,91012
2020-05-19 0:00:00,265.25,268.05,263.15,267.7,5837.5,5915,5810.5,5886.5,331879,43362,48000,48550,47590,47630,527518,155576
2020-05-20 0:00:00,260.35,266.05,260.2,265.35,5753,5872,5749,5847,331976,32242,,,,,,
2020-05-21 0:00:00,261.2,262.1,259.4,260.4,5779.5,5783,5730,5759.5,333290,25134,,,,,,
2020-05-22 0:00:00,268,269.5,261.35,262,5895,5944,5778,5784.5,333331,65356,47500,47820,47170,47240,526598,89788
2020-05-23 0:00:00,265.8,268.9,264.85,267.6,5858,5932,5848,5901,334174,34787,48120,48490,47850,47990,546178,160926
2020-05-24 0:00:00,264.7,267.1,260.4,265.85,5834,5895.5,5752,5857,333982,49656,47790,48400,47090,48050,561994,269472
2020-05-25 0:00:00,260.4,264.55,259.9,264.35,5747,5832,5742,5826.5,332083,37272,47290,47700,46820,46970,559466,204850
2020-05-26 0:00:00,260.8,262.4,258.3,260.7,5767,5792,5710,5746.5,333542,47796,46860,47240,46650,47170,580082,251984
2020-05-27 0:00:00,254.5,261,253.45,260.95,5628,5768.5,5615,5759.5,337001,80137,46630,47090,46150,46800,594020,447660
2020-05-28 0:00:00,257.05,258.9,253.75,253.8,5692,5732.5,5624.5,5625,337860,45960,46040,46550,45520,46070,585208,511384
2020-05-29 0:00:00,,,,,,,,,,,46160,46520,45800,46150,593530,315686
2020-05-30 0:00:00,259.6,261.15,255.65,256.55,,,,,,,46610,47940,45960,46150,581004,450362
2020-05-31 0:00:00,252.9,259.6,251.55,259.6,5572,5739.5,5568.5,5725.5,334025,52608,46360,47010,45860,46750,597568,55444
2020-06-01 0:00:00,253.45,256.35,249.4,252.8,5556,5675.5,5530,5596,329698,68273,45750,46180,45200,45920,600810,86176
2020-06-02 0:00:00,254.2,255.4,250.4,252.9,5623,5658,5555.5,5591,328681,42343,45450,46200,44860,45850,604058,102750
2020-06-03 0:00:00,253.75,256.6,252.45,254.4,5623,5686.5,5598.5,5643,324858,33194,45850,46160,45540,45750,596336,81842
2020-06-04 0:00:00,255.25,257.2,253.5,254.6,5655,5686.5,5613,5672,326444,27487,45820,46080,45520,45910,587702,90504
2020-06-05 0:00:00,257.85,259.3,254.55,255.45,5706,5722,5634.5,5653,325517,27190,45970,46380,45610,45810,581056,92054
2020-06-06 0:00:00,258.85,259.7,257.2,258.65,5715,5738,5693.5,5702.5,324680,33917,46320,46550,45950,46250,573782,91370
2020-06-07 0:00:00,258,259.05,255.35,259.05,5692,5728,5656,5720,323003,42256,46390,46590,46260,46400,565644,73708
2020-06-08 0:00:00,259.65,260.15,257.75,258.35,5735.5,5750,5700,5714.5,325306,41572,46320,46510,45920,46390,568234,126548
2020-06-09 0:00:00,265,268,258.55,258.75,,,,,,,,,,,,
2020-06-10 0:00:00,262.5,265.05,261.55,265.05,5802,5820,5761.5,5800.5,331180,53790,46910,47120,46740,47000,561120,74258
2020-06-11 0:00:00,253.3,261.75,250.6,261.75,5600,5792,5591.5,5790,336482,69003,46740,46990,46550,46910,560838,60298
2020-06-12 0:00:00,250.2,252743,248,251.2,5543,5614,5494,5580,338296,76091,45580,46040,45040,45950,568508,190070
2020-06-13 0:00:00,251.95,252.7,249.55,250.15,5585,5591,5524,5545.5,335373,45423,45050,45310,44730,45080,595596,171390
2020-06-14 0:00:00,248.55,253.5,247,253.5,5486,5609,5462.5,5607,333088,38961,45050,45570,44650,45010,607730,226734
2020-06-15 0:00:00,249,250.2,248,248.25,5512,5554,5477,5499,333611,30869,44700,44890,44420,44620,601916,179390
2020-06-16 0:00:00,248.7,250,248.4,249.3,5500.5,5540,5481.5,5507.5,333945,26121,44950,45240,44730,44840,597612,184178
2020-06-17 0:00:00,250.1,253.4,249.25,249.25,5543,5627.5,5491.5,5509.5,333921,15612,44940,45330,44660,44980,594338,259366
2020-06-18 0:00:00,251.8,252.05,250.5,250.8,5559.5,5575,5529,5541.5,331096,10481,45030,45580,44830,45510,608270,265148
2020-06-19 0:00:00,253.3,254.7,253.15,253.35,5613,5637,5560.5,5560.5,331375,61968,45200,45560,44900,45080,602660,204988
2020-06-20 0:00:00,254.45,254.65,251.55,252.1,5611,5625,5563,5597,318226,11811,45320,45640,45110,45590,595384,33172
